51,1813203773,1,1813203772,54,sp_server_diagnostics
78,246,189,57,2728,SELECT       req.session_id      , req.total_elapsed_time AS duration_ms      , req.cpu_time AS cpu_time_ms      , req.total_elapsed_time - req.cpu_time AS wait_time      , req.logical_reads      , SUBSTRING (REPLACE (REPLACE (SUBSTRING (ST.text, (req.statement_start_offset/2) + 1,          ((CASE statement_end_offset             WHEN -1             THEN DATALENGTH(ST.text)               ELSE req.statement_end_offset           END - req.statement_start_offset)/2) + 1) , CHAR(10), ' '), CHAR(13), ' '),      
72,16,0,16,0,insert bulk [snapshots].[performance_counter_instances]([path] nvarchar(2048) collate Thai_CI_AS,[object_name] nvarchar(2048) collate Thai_CI_AS,[counter_name] nvarchar(2048) collate Thai_CI_AS,[instance_name] nvarchar(2048) collate Thai_CI_AS,[counter_type] int)
