51,1812853771,2,1812853769,126,sp_server_diagnostics
65,370,348,22,5633,SELECT       req.session_id      , req.total_elapsed_time AS duration_ms      , req.cpu_time AS cpu_time_ms      , req.total_elapsed_time - req.cpu_time AS wait_time      , req.logical_reads      , SUBSTRING (REPLACE (REPLACE (SUBSTRING (ST.text, (req.statement_start_offset/2) + 1,          ((CASE statement_end_offset             WHEN -1             THEN DATALENGTH(ST.text)               ELSE req.statement_end_offset           END - req.statement_start_offset)/2) + 1) , CHAR(10), ' '), CHAR(13), ' '),      
69,0,0,0,45,SELECT ISNULL((case dmi.mirroring_redo_queue_type when N'UNLIMITED' then 0 else dmi.mirroring_redo_queue end),0) AS [MirroringRedoQueueMaxSize], ISNULL(dmi.mirroring_connection_timeout,0) AS [MirroringTimeout], ISNULL(dmi.mirroring_partner_name,'') AS [MirroringPartner], ISNULL(dmi.mirroring_partner_instance,'') AS [MirroringPartnerInstance], ISNULL(dmi.mirroring_role,0) AS [MirroringRole], ISNULL(dmi.mirroring_safety_level + 1, 0) AS [MirroringSafetyLevel], ISNULL(dmi.mirroring_state + 1, 0) AS [MirroringS
