2,tempdb,ONLINE,SIMPLE,72.00,64.00,6.31,8.00,1.09,NULL,NULL,NULL,NULL
4,msdb,ONLINE,SIMPLE,24.13,18.56,14.25,5.56,0.99,NULL,NULL,NULL,NULL
3,model,ONLINE,FULL,16.00,8.00,2.75,8.00,1.16,NULL,NULL,NULL,NULL
1,master,ONLINE,SIMPLE,8.19,5.94,4.06,2.25,1.20,NULL,NULL,NULL,NULL
