96,2147483647,0,2147483647,4,sp_server_diagnostics
675,814764,1203347,-388583,234807954,IF EXISTS ( SELECT COMPUTER_IDN FROM [THP-LDMSNONADDB].DBO.FixedDrives_Revision_V2 WHERE Computer_Idn = @Computer_ID AND Active = 1 )
592,244,243,1,8646,"SELECT      req.session_id     , req.total_elapsed_time AS duration_ms     , req.cpu_time AS cpu_time_ms     , req.total_elapsed_time - req.cpu_time AS wait_time     , req.logical_reads     , SUBSTRING (REPLACE (REPLACE (SUBSTRING (ST.text, (req.statement_start_offset/2) + 1,         ((CASE statement_end_offset            WHEN -1            THEN DATALENGTH(ST.text)              ELSE req.statement_end_offset          END - req.statement_start_offset)/2) + 1) , CHAR(10), ' '), CHAR(13), ' '),        1, 512)  "
630,3,3,0,662,"Select b.CSEP_Subnet_Identity_Idn, a.ServiceScore, DateDiff(SECOND, a.LastReportDate, GetDate()) as ReportAge, a.NodeCount, a.IPAddress from CSEP_Elections a, CSEP_Subnets b, CSEP_Subnet_Identity c where b.ServiceName = @1 AND b.CSEP_Subnet_Identity_Idn = c.CSEP_Subnet_Identity_Idn AND c.subnet = @2 AND a.CSEP_Subnets_Idn = b.CSEP_Subnets_Idn ORDER BY a.LastReportDate DESC"
