7,HEATSMDB,ONLINE,FULL,345271.19,56911.19,54001.50,288360.00,109428.52,2024-03-16 12:19:34.000,52293.44,NULL,NULL
6,ConfigDB,ONLINE,FULL,129568.44,85592.44,85547.31,43976.00,43964.43,2024-03-16 11:54:00.000,53641.24,NULL,NULL
5,MetricsDB,ONLINE,FULL,1296.00,8.00,5.06,1288.00,451.71,2024-03-16 11:59:15.000,7.12,NULL,NULL
2,tempdb,ONLINE,SIMPLE,72.00,64.00,85.06,8.00,1.55,NULL,NULL,NULL,NULL
4,msdb,ONLINE,SIMPLE,24.13,18.56,14.31,5.56,1.08,NULL,NULL,NULL,NULL
3,model,ONLINE,FULL,16.00,8.00,2.75,8.00,1.18,NULL,NULL,NULL,NULL
1,master,ONLINE,SIMPLE,8.19,5.94,4.06,2.25,1.26,NULL,NULL,NULL,NULL
