5,DIGI,ONLINE,FULL,5328.00,2248.00,118.44,3080.00,3065.09,2024-02-21 15:17:40.000,4.08,NULL,NULL
2,tempdb,ONLINE,SIMPLE,72.00,64.00,6.81,8.00,15.62,NULL,NULL,NULL,NULL
4,msdb,ONLINE,SIMPLE,16.31,15.31,14.44,1.00,0.51,NULL,NULL,NULL,NULL
3,model,ONLINE,FULL,16.00,8.00,2.63,8.00,0.71,NULL,NULL,NULL,NULL
1,master,ONLINE,SIMPLE,5.25,4.00,3.88,1.25,0.56,NULL,NULL,NULL,NULL
