5,BLS,ONLINE,FULL,80.00,8.00,7.25,72.00,15.96,2024-02-08 15:15:27.000,4.08,NULL,NULL
2,tempdb,ONLINE,SIMPLE,72.00,64.00,12.19,8.00,0.59,NULL,NULL,NULL,NULL
4,msdb,ONLINE,SIMPLE,24.13,18.56,14.31,5.56,0.93,NULL,NULL,NULL,NULL
3,model,ONLINE,FULL,16.00,8.00,2.81,8.00,1.27,NULL,NULL,NULL,NULL
1,master,ONLINE,SIMPLE,8.19,5.94,4.13,2.25,1.34,NULL,NULL,NULL,NULL
