5,western,ONLINE,FULL,4524.13,4523.13,3969.88,1.00,0.38,2024-04-23 03:30:25.000,3971.08,2024-04-23 11:15:31.000,0.20
4,msdb,ONLINE,SIMPLE,523.00,508.31,457.75,14.69,4.45,2024-04-23 03:30:09.000,458.12,NULL,NULL
3,model,ONLINE,FULL,112.00,2.25,1.44,109.75,100.38,2024-04-23 03:30:07.000,1.64,NULL,NULL
2,tempdb,ONLINE,SIMPLE,8.50,8.00,5.38,0.50,1.73,NULL,NULL,NULL,NULL
1,master,ONLINE,SIMPLE,5.25,4.00,2.94,1.25,0.44,2024-04-23 03:30:06.000,3.01,NULL,NULL
