7,idmuserappdb,ONLINE,FULL,144.00,72.00,9.31,72.00,25.23,2024-03-06 15:39:10.000,4.08,NULL,NULL
6,igaworkflowdb,ONLINE,FULL,80.00,8.00,5.06,72.00,31.90,2024-03-06 15:39:10.000,4.08,NULL,NULL
2,tempdb,ONLINE,SIMPLE,72.00,64.00,7.00,8.00,52.32,NULL,NULL,NULL,NULL
4,msdb,ONLINE,SIMPLE,16.31,15.31,14.44,1.00,0.59,NULL,NULL,NULL,NULL
3,model,ONLINE,FULL,16.00,8.00,2.63,8.00,0.71,NULL,NULL,NULL,NULL
1,master,ONLINE,SIMPLE,5.25,4.00,3.88,1.25,0.80,NULL,NULL,NULL,NULL
