6,CAPOS_BR_DEV,ONLINE,FULL,62108.50,60190.06,56642.25,1918.44,29.86,2024-04-22 23:02:08.000,8042.26,2024-04-23 13:00:01.000,0.01
8,MDW_NEWCA,ONLINE,FULL,11520.00,10100.00,22.06,1420.00,11.32,2024-04-22 23:02:13.000,6.03,2024-04-23 13:00:01.000,0.04
5,CAPOS_BR_PRELOAD,ONLINE,FULL,1377.50,1372.94,498.25,4.56,0.41,2024-04-22 23:00:05.000,82.33,2024-04-23 13:00:01.000,0.01
7,CAPOS_PL_LIVE,ONLINE,FULL,1377.50,1372.94,1132.50,4.56,0.39,2024-04-22 23:02:13.000,210.74,2024-04-23 13:00:01.000,0.01
4,msdb,ONLINE,SIMPLE,240.88,184.56,168.63,56.31,2.84,2024-04-22 23:00:03.000,9.27,NULL,NULL
2,tempdb,ONLINE,SIMPLE,72.00,64.00,19.38,8.00,1.61,NULL,NULL,NULL,NULL
3,model,ONLINE,FULL,16.00,8.00,2.75,8.00,4.91,2024-04-22 23:00:03.000,0.49,2024-04-23 13:00:01.000,0.00
1,master,ONLINE,SIMPLE,8.19,5.94,4.06,2.25,1.45,2024-04-22 23:00:02.000,0.89,NULL,NULL
