51,1813066841,1,1813066840,104,sp_server_diagnostics
62,192,167,25,2599,SELECT       req.session_id      , req.total_elapsed_time AS duration_ms      , req.cpu_time AS cpu_time_ms      , req.total_elapsed_time - req.cpu_time AS wait_time      , req.logical_reads      , SUBSTRING (REPLACE (REPLACE (SUBSTRING (ST.text, (req.statement_start_offset/2) + 1,          ((CASE statement_end_offset             WHEN -1             THEN DATALENGTH(ST.text)               ELSE req.statement_end_offset           END - req.statement_start_offset)/2) + 1) , CHAR(10), ' '), CHAR(13), ' '),      
65,0,0,0,7,SELECT clmns.name AS [Name], clmns.column_id AS [ID], clmns.is_nullable AS [Nullable], clmns.is_computed AS [Computed], CAST(ISNULL(cik.index_column_id, 0) AS bit) AS [InPrimaryKey], clmns.is_ansi_padded AS [AnsiPaddingStatus], CAST(clmns.is_rowguidcol AS bit) AS [RowGuidCol], CAST(ISNULL(COLUMNPROPERTY(clmns.object_id, clmns.name, N'IsDeterministic'),0) AS bit) AS [IsDeterministic], CAST(ISNULL(COLUMNPROPERTY(clmns.object_id, clmns.name, N'IsPrecise'),0) AS bit) AS [IsPrecise], CAST(ISNULL(cc.is_persisted,
