7,CDS_Achive,ONLINE,FULL,117996.19,116894.06,84560.44,1102.13,53.31,2024-04-23 02:03:37.000,14844.69,2024-04-23 11:30:01.000,0.14
6,CDS_POST_THA,ONLINE,FULL,93807.94,48450.75,22048.13,45357.19,129.02,2024-04-23 02:04:48.000,5243.92,2024-04-23 11:30:01.000,5.05
8,MDW_CDS,ONLINE,FULL,10070.00,9700.00,17.38,370.00,6.88,2024-04-23 01:24:25.000,28.38,2024-04-23 11:30:01.000,0.13
4,msdb,ONLINE,SIMPLE,129.19,100.38,96.25,28.81,1.48,2024-04-23 01:29:05.000,104.35,NULL,NULL
2,tempdb,ONLINE,SIMPLE,72.00,64.00,12.94,8.00,15.84,NULL,NULL,NULL,NULL
3,model,ONLINE,FULL,16.00,8.00,2.50,8.00,4.16,2024-04-23 01:26:23.000,8.32,NULL,NULL
5,THPNSW,ONLINE,FULL,7.25,5.00,3.13,2.25,0.54,2024-04-23 01:25:28.000,8.32,2024-04-23 11:30:01.000,0.08
1,master,ONLINE,SIMPLE,6.44,4.44,3.75,2.00,1.01,2024-04-23 02:04:49.000,0.78,NULL,NULL
