master,master,Data File(s),5,C:\Program Files\Microsoft SQL Server\MSSQL16.SOLAR\MSSQL\DATA\master.mdf
master,mastlog,Log File(s),2,C:\Program Files\Microsoft SQL Server\MSSQL16.SOLAR\MSSQL\DATA\mastlog.ldf
model,modeldev,Data File(s),8,C:\Program Files\Microsoft SQL Server\MSSQL16.SOLAR\MSSQL\DATA\model.mdf
model,modellog,Log File(s),8,C:\Program Files\Microsoft SQL Server\MSSQL16.SOLAR\MSSQL\DATA\modellog.ldf
msdb,MSDBData,Data File(s),18,C:\Program Files\Microsoft SQL Server\MSSQL16.SOLAR\MSSQL\DATA\MSDBData.mdf
msdb,MSDBLog,Log File(s),5,C:\Program Files\Microsoft SQL Server\MSSQL16.SOLAR\MSSQL\DATA\MSDBLog.ldf
SolarWindsFlowStorage,SolarWindsFlowStorage,Data File(s),1263,M:\Program Files\Microsoft SQL Server\MSSQL16.SOLAR\MSSQL\Data\SolarWindsFlowStorage.mdf
SolarWindsFlowStorage,SolarWindsFlowStorage_NTAFLOWSTORAGE,Data File(s),2230,M:\Program Files\Microsoft SQL Server\MSSQL16.SOLAR\MSSQL\Data\SolarWindsFlowStorage_NTAFLOWSTORAGE.ndf
SolarWindsFlowStorage,SolarWindsFlowStorage_log,Log File(s),72,N:\Program Files\Microsoft SQL Server\MSSQL16.SOLAR\MSSQL\Data\SolarWindsFlowStorage_log.ldf
SolarWindsOrion,SolarWindsOrion,Data File(s),44764,M:\Program Files\Microsoft SQL Server\MSSQL16.SOLAR\MSSQL\Data\SolarWindsOrion.mdf
SolarWindsOrion,SolarWindsOrion_FG1,Data File(s),3735,M:\Program Files\Microsoft SQL Server\MSSQL16.SOLAR\MSSQL\Data\SolarWindsOrion_FG1.mdf
SolarWindsOrion,SolarWindsOrion_FG2,Data File(s),100,M:\Program Files\Microsoft SQL Server\MSSQL16.SOLAR\MSSQL\Data\SolarWindsOrion_FG2.mdf
SolarWindsOrion,SolarWindsOrion_FG3,Data File(s),1024,M:\Program Files\Microsoft SQL Server\MSSQL16.SOLAR\MSSQL\Data\SolarWindsOrion_FG3.mdf
SolarWindsOrion,SolarWindsOrion_FG4,Data File(s),50,M:\Program Files\Microsoft SQL Server\MSSQL16.SOLAR\MSSQL\Data\SolarWindsOrion_FG4.mdf
SolarWindsOrion,solarwindsorion_timeseries1,Data File(s),12421,M:\Program Files\Microsoft SQL Server\MSSQL16.SOLAR\MSSQL\Data\solarwindsorion_timeseries1.ndf
SolarWindsOrion,solarwindsorion_timeseries2,Data File(s),9340,M:\Program Files\Microsoft SQL Server\MSSQL16.SOLAR\MSSQL\Data\solarwindsorion_timeseries2.ndf
SolarWindsOrion,solarwindsorion_entities1,Data File(s),1024,M:\Program Files\Microsoft SQL Server\MSSQL16.SOLAR\MSSQL\Data\solarwindsorion_entities1.ndf
SolarWindsOrion,solarwindsorion_entities2,Data File(s),1024,M:\Program Files\Microsoft SQL Server\MSSQL16.SOLAR\MSSQL\Data\solarwindsorion_entities2.ndf
SolarWindsOrion,solarwindsorion_scm_contents1,Data File(s),5,M:\Program Files\Microsoft SQL Server\MSSQL16.SOLAR\MSSQL\Data\solarwindsorion_scm_contents1.ndf
SolarWindsOrion,in_mem1,FILESTREAM,0,M:\Program Files\Microsoft SQL Server\MSSQL16.SOLAR\MSSQL\Data\SolarWindsOrion_IN_MEMSolarWindsOrion_in_mem1
SolarWindsOrion,SolarWindsOrion_log,Log File(s),108539,N:\Program Files\Microsoft SQL Server\MSSQL16.SOLAR\MSSQL\Data\SolarWindsOrion_log.ldf
SolarWindsOrionLog,SolarWindsOrionLog,Data File(s),2374,M:\Program Files\Microsoft SQL Server\MSSQL16.SOLAR\MSSQL\Data\SolarWindsOrionLog.mdf
SolarWindsOrionLog,SolarWindsOrionLog_log,Log File(s),1032,N:\Program Files\Microsoft SQL Server\MSSQL16.SOLAR\MSSQL\Data\SolarWindsOrionLog_log.ldf
tempdb,tempdev,Data File(s),8,C:\Program Files\Microsoft SQL Server\MSSQL16.SOLAR\MSSQL\DATA\tempdb.mdf
tempdb,temp2,Data File(s),8,C:\Program Files\Microsoft SQL Server\MSSQL16.SOLAR\MSSQL\DATA\tempdb_mssql_2.ndf
tempdb,temp3,Data File(s),8,C:\Program Files\Microsoft SQL Server\MSSQL16.SOLAR\MSSQL\DATA\tempdb_mssql_3.ndf
tempdb,temp4,Data File(s),8,C:\Program Files\Microsoft SQL Server\MSSQL16.SOLAR\MSSQL\DATA\tempdb_mssql_4.ndf
tempdb,temp5,Data File(s),8,C:\Program Files\Microsoft SQL Server\MSSQL16.SOLAR\MSSQL\DATA\tempdb_mssql_5.ndf
tempdb,temp6,Data File(s),8,C:\Program Files\Microsoft SQL Server\MSSQL16.SOLAR\MSSQL\DATA\tempdb_mssql_6.ndf
tempdb,temp7,Data File(s),8,C:\Program Files\Microsoft SQL Server\MSSQL16.SOLAR\MSSQL\DATA\tempdb_mssql_7.ndf
tempdb,temp8,Data File(s),8,C:\Program Files\Microsoft SQL Server\MSSQL16.SOLAR\MSSQL\DATA\tempdb_mssql_8.ndf
tempdb,templog,Log File(s),8,C:\Program Files\Microsoft SQL Server\MSSQL16.SOLAR\MSSQL\DATA\templog.ldf
